country,region,year,water_source_type,contaminant_level,ph,turbidity,dissolved_oxygen,nitrate,lead,bacteria_count,water_treatment_method,clean_water_access,diarrheal_cases,cholera_cases,typhoid_cases,infant_mortality_rate,gdp_per_capita,healthcare_access,urbanization,sanitation_coverage,rainfall,temperature,population_density,total_disease_cases,risk_level
Nigeria,South,2014,Tap,1.24,7.0,0.17,8.54,14.57,1.98,27,Filtration,62.64,37,0,0,75.97,2145,38.44,45.55,53.99,1018,27.42,243,37,Low
Ethiopia,South,2005,Lake,3.32,6.5,6.83,6.41,19.03,12.38,604,None,50.2,258,14,17,70.76,1036,33.76,19.73,29.32,1122,16.6,122,289,High
Nigeria,Central,2011,Tap,1.16,7.99,0.84,6.95,13.24,2.32,15,Chlorination,58.07,34,0,3,75.66,2046,52.84,59.95,46.05,1172,27.23,314,37,Low
India,South,2010,River,1.95,7.2,3.18,6.68,20.37,2.45,342,Filtration,71.46,85,2,15,39.32,2523,61.33,40.88,78.44,1441,25.5,572,102,Medium
Nigeria,West,2019,Tap,0.78,6.74,1.65,7.58,13.52,4.91,3,Filtration,56.31,27,0,2,69.62,2558,54.13,58.64,54.97,1122,23.2,221,29,Low
China,Central,2002,Lake,1.04,7.35,1.21,7.68,17.01,1.97,125,Chlorination,88.5,48,1,1,13.64,11254,79.94,57.0,89.97,1258,13.24,218,50,Low
Mexico,South,2001,Pond,3.16,6.2,6.64,5.67,20.07,8.67,697,None,92.47,177,6,9,19.73,10592,82.77,83.13,87.13,791,21.68,70,192,High
Ethiopia,North,2005,Tap,0.61,7.17,1.03,9.11,13.51,3.55,3,Chlorination,58.14,20,0,2,61.26,1264,44.56,26.77,36.78,922,14.19,140,22,Low
Nigeria,East,2023,Spring,1.84,6.81,1.74,7.5,17.85,2.07,130,Filtration,64.56,118,2,6,75.99,2287,47.72,59.74,48.39,1143,24.77,260,126,High
Indonesia,East,2021,Spring,1.74,7.5,1.99,7.69,20.97,3.95,151,Filtration,84.61,60,2,5,25.01,5393,67.62,63.32,79.79,2720,29.72,145,67,Medium
USA,East,2024,Spring,0.18,7.23,0.76,8.43,7.22,0.05,3,Chlorination,99.7,7,0,1,3.38,61335,89.48,86.07,99.5,590,16.62,38,8,Low
China,Central,2004,Pond,2.6,7.23,4.61,7.48,17.15,3.46,394,Boiling,91.14,74,3,16,13.31,10175,78.66,70.16,92.54,865,13.68,172,93,Medium
China,South,2017,Well,1.13,7.0,0.99,8.63,9.38,1.0,5,Chlorination,99.7,26,0,2,9.46,15922,82.08,72.47,95.37,824,18.26,189,28,Low
Pakistan,Central,2015,Spring,0.79,7.07,1.6,7.54,7.62,3.13,44,Filtration,70.5,48,1,2,63.19,1859,49.29,38.38,68.95,492,23.8,200,51,Low
Nigeria,West,2007,Spring,1.95,7.37,0.89,7.57,17.25,4.08,88,Filtration,55.19,85,0,6,73.42,2121,49.15,51.77,49.19,986,26.59,201,91,Medium
Pakistan,North,2024,Well,1.45,7.09,1.32,7.98,11.44,5.15,145,Filtration,65.96,70,0,5,63.61,2181,63.21,48.35,62.98,460,26.08,394,75,Medium
Pakistan,North,2019,Pond,3.77,6.48,7.09,5.6,21.73,9.61,1261,None,75.43,177,12,31,72.02,1799,50.25,41.77,70.1,769,24.06,184,220,High
USA,East,2021,Spring,0.21,7.73,1.37,8.73,8.01,1.46,17,Chlorination,88.8,23,0,0,9.14,52439,87.06,81.69,97.86,1155,14.79,25,23,Low
India,East,2010,Lake,2.99,7.26,3.92,5.46,20.76,9.6,552,None,76.86,157,6,11,37.81,2554,56.99,41.23,74.4,1027,20.71,463,174,High
Nigeria,East,2009,Pond,2.76,6.87,4.25,7.32,22.83,4.44,956,Chlorination,58.76,177,13,31,79.47,1923,39.36,55.12,48.91,1300,24.93,313,221,High
Brazil,South,2023,Spring,2.23,7.12,2.3,6.79,18.07,4.07,213,None,95.15,70,1,6,19.01,10530,69.21,92.19,83.19,1420,24.34,15,77,Medium
Ethiopia,West,2024,Spring,1.1,6.82,0.67,8.55,10.92,2.7,19,Boiling,50.47,49,3,5,60.24,1495,48.49,27.37,40.67,712,18.02,160,57,Low
Pakistan,West,2011,Well,0.92,7.02,0.83,7.62,14.64,5.22,133,Filtration,76.63,74,3,1,62.17,1677,60.38,40.91,67.91,455,25.99,277,78,Medium
Mexico,West,2020,Lake,1.23,7.02,2.18,7.26,11.07,4.32,117,Filtration,88.75,57,0,3,16.21,10885,68.12,76.38,89.22,818,23.25,50,60,Medium
Bangladesh,West,2005,Pond,2.44,7.45,4.07,6.41,21.89,5.38,1182,Chlorination,76.46,117,7,15,41.96,2828,47.26,42.02,64.74,1947,25.33,944,139,High
Mexico,East,2019,Tap,0.92,7.04,0.68,8.17,11.72,2.76,3,Filtration,99.7,14,0,0,15.39,10799,74.99,83.68,84.96,811,21.05,72,14,Low
USA,North,2004,River,2.91,7.17,4.8,7.28,17.92,4.64,648,None,95.18,69,6,13,16.05,47571,86.8,85.6,86.0,845,14.77,47,88,Medium
USA,East,2022,Lake,1.51,6.73,2.19,8.53,13.86,2.81,111,Boiling,87.86,45,0,2,9.38,53276,89.21,81.49,95.87,732,9.45,56,47,Low
Indonesia,West,2008,Tap,1.52,7.28,2.82,6.62,23.36,3.23,169,None,79.74,111,2,11,34.29,4472,61.29,57.99,77.92,2809,29.05,104,124,Medium
India,East,2015,Lake,2.61,7.13,5.23,6.84,19.34,3.98,483,None,75.57,84,8,24,37.46,2572,59.33,30.64,76.77,1338,26.39,302,116,Medium
Ethiopia,West,2021,Tap,0.61,7.04,0.15,9.29,12.94,1.63,3,Chlorination,49.46,28,1,2,58.57,1029,29.64,23.04,36.72,901,18.29,127,31,Low
Pakistan,Central,2013,Tap,0.37,7.65,0.15,7.94,10.22,1.62,3,Filtration,69.57,30,1,1,66.63,1854,59.03,32.65,67.05,589,22.87,267,32,Low
Mexico,North,2021,Lake,2.55,7.01,3.88,6.74,15.56,6.68,694,None,91.44,83,5,16,22.36,9160,64.7,84.69,86.35,782,17.33,60,104,Medium
Bangladesh,Central,2007,Well,3.1,7.27,3.76,7.51,28.48,9.41,317,Chlorination,73.69,165,5,8,34.43,2866,63.09,41.11,67.29,2811,29.33,999,178,High
USA,South,2019,Lake,2.73,7.28,2.76,7.7,14.79,6.41,325,None,94.27,80,3,10,10.93,55884,85.62,78.38,93.69,883,11.92,37,93,Medium
USA,East,2018,Lake,2.08,6.85,5.28,7.11,14.55,5.08,1004,None,95.54,109,1,19,14.74,47225,86.73,82.85,94.93,946,13.83,42,129,High
India,South,2013,Tap,1.75,7.3,1.55,7.32,14.51,4.8,163,None,68.96,98,0,6,37.85,2783,65.49,41.65,79.28,969,22.66,403,104,Medium
Bangladesh,East,2006,River,2.2,6.13,4.45,6.07,22.65,6.69,447,Chlorination,76.46,175,3,7,37.81,2943,62.99,45.62,71.42,1993,27.54,1072,185,High
Bangladesh,Central,2004,Tap,0.87,7.72,2.09,7.73,21.13,0.05,33,Boiling,76.81,41,2,1,28.85,3329,63.53,44.82,72.9,2865,21.45,1005,44,Low
India,West,2017,Spring,1.93,7.1,2.44,6.33,17.92,6.92,354,None,77.85,96,4,11,40.14,2223,49.17,28.67,64.93,1251,26.28,512,111,Medium
USA,West,2001,Lake,2.52,6.87,4.58,7.65,16.68,7.19,451,None,94.93,74,3,10,10.11,54141,82.06,81.44,97.32,864,13.91,31,87,Medium
Ethiopia,East,2010,Pond,1.82,6.92,0.85,7.53,13.51,1.93,132,Chlorination,54.55,75,1,2,56.27,1297,47.85,28.45,46.25,888,13.94,149,78,Medium
Nigeria,West,2021,Lake,2.38,7.33,2.11,6.52,15.62,4.65,143,Filtration,54.88,89,3,11,73.09,2458,40.71,59.92,54.66,1294,25.79,194,103,Medium
Nigeria,Central,2007,Well,1.72,6.89,1.45,5.49,15.45,3.5,168,Boiling,58.28,115,2,7,75.05,1905,44.74,56.42,44.48,952,30.42,373,124,Medium
India,West,2000,Pond,1.96,7.12,1.84,6.59,22.55,4.72,323,Chlorination,72.88,73,3,8,35.39,2256,55.65,33.92,78.01,1407,22.11,510,84,Medium
Bangladesh,Central,2021,Tap,0.99,7.53,0.73,7.68,16.86,0.05,15,Filtration,74.11,40,0,4,30.41,3044,62.38,39.18,73.25,1714,28.06,1264,44,Low
Pakistan,South,2011,Well,1.61,6.28,1.35,8.89,7.45,6.79,37,Chlorination,78.38,50,0,3,62.2,1540,54.63,34.59,61.57,502,26.03,192,53,Low
India,Central,2001,Lake,1.78,7.01,0.53,8.29,14.44,5.41,178,Chlorination,80.18,62,0,6,29.88,2770,53.1,49.14,76.41,990,26.21,358,68,Medium
Ethiopia,North,2017,Tap,1.16,7.08,0.15,8.97,9.72,4.96,4,Boiling,55.27,36,1,1,57.72,1051,39.96,18.05,39.31,639,18.75,133,38,Low
India,North,2006,Tap,1.12,6.62,0.15,8.18,11.25,4.18,24,Boiling,66.7,43,0,2,39.6,2165,47.5,26.98,67.77,1003,23.73,376,45,Low
China,North,2016,Spring,0.3,7.25,0.15,8.28,9.43,0.05,4,Boiling,92.83,15,0,1,17.04,12209,74.2,66.98,90.97,927,14.27,164,16,Low
Mexico,East,2021,Spring,0.72,7.87,1.15,8.5,8.73,0.66,49,Boiling,98.05,25,0,0,19.64,10970,71.39,74.06,94.18,859,25.9,88,25,Low
Bangladesh,East,2022,River,3.57,6.63,5.23,5.24,31.96,7.19,790,Filtration,67.95,149,15,25,37.37,2246,44.01,36.31,64.56,2482,26.01,1339,189,High
Indonesia,East,2013,Spring,3.36,7.43,3.6,6.57,23.91,7.1,436,None,80.73,130,2,8,25.9,5267,68.33,57.9,78.91,2480,27.94,111,140,High
Indonesia,Central,2023,Pond,2.9,7.07,5.79,7.02,27.16,6.48,597,Chlorination,75.91,180,7,11,31.77,5068,62.58,65.07,84.96,2948,21.0,125,198,High
Bangladesh,East,2006,Tap,0.93,7.21,0.15,7.38,17.42,2.64,8,Boiling,68.83,34,1,3,37.17,2509,52.07,39.2,66.26,1869,24.5,1644,38,Low
Ethiopia,South,2021,Spring,2.49,6.99,3.72,7.59,19.29,8.2,380,None,46.43,192,5,10,66.36,1176,36.74,22.09,39.31,1220,19.59,87,207,High
China,North,2024,River,1.59,7.67,0.79,8.37,17.71,1.89,185,Filtration,86.98,56,1,3,13.5,12339,79.77,63.99,83.53,1009,9.73,130,60,Medium
China,Central,2002,Lake,1.49,6.89,1.24,8.49,14.22,5.74,163,Boiling,94.04,54,1,3,17.8,10253,70.83,69.84,83.35,1124,11.61,185,58,Low
USA,North,2005,Pond,1.3,6.78,2.28,7.68,8.05,1.99,173,Chlorination,99.7,30,1,3,5.28,58891,83.74,77.53,99.5,697,14.53,27,34,Low
Mexico,East,2019,Spring,1.84,6.86,3.04,7.39,12.92,5.51,162,None,89.33,48,1,2,23.4,10999,69.59,83.3,89.71,958,22.23,54,51,Low
Nigeria,Central,2001,Tap,1.35,6.71,1.61,6.54,12.49,6.39,239,Boiling,63.54,86,1,9,73.96,2435,50.93,55.51,51.63,924,28.36,210,96,Medium
Brazil,West,2016,Lake,1.73,7.43,2.04,6.93,13.81,5.97,196,Chlorination,86.83,53,0,3,21.74,8584,72.39,85.65,93.26,1723,20.5,20,56,Low
Ethiopia,South,2011,Tap,1.9,6.97,3.13,8.48,18.37,4.18,178,None,58.45,120,4,12,60.56,1277,33.91,21.51,40.91,879,18.7,135,136,High
Brazil,East,2011,Lake,2.17,7.88,3.4,7.36,19.6,3.34,252,Chlorination,81.89,75,7,9,21.21,8062,71.05,87.84,80.29,2876,25.63,20,91,Medium
Brazil,East,2016,Pond,2.7,7.34,3.02,7.63,19.06,6.48,475,Filtration,88.38,93,5,11,19.41,8015,70.96,83.43,83.76,1509,24.31,20,109,Medium
Bangladesh,South,2009,Tap,1.51,7.12,1.58,8.72,22.92,2.77,62,Boiling,60.11,63,3,9,35.5,2605,47.07,39.19,71.63,1882,29.02,1402,75,Medium
Indonesia,South,2002,Spring,1.9,7.59,1.37,8.78,16.91,2.83,65,Boiling,75.74,46,2,5,28.96,4349,54.44,58.59,66.5,2198,24.82,155,53,Low
Indonesia,West,2019,Spring,0.86,7.3,1.61,8.36,16.08,1.83,71,Chlorination,77.34,36,0,2,24.79,5412,71.86,59.07,78.68,2241,23.65,165,38,Low
Nigeria,East,2017,River,2.59,7.08,6.34,6.21,21.76,6.0,892,None,63.26,164,8,22,77.16,2460,52.93,52.94,55.79,1173,26.17,141,194,High
Bangladesh,East,2012,Lake,2.61,6.72,3.98,6.26,24.32,5.27,510,Boiling,77.95,113,10,16,36.91,2695,58.92,42.7,64.92,2211,27.4,1602,139,High
Brazil,North,2011,River,1.64,6.64,1.1,6.99,14.32,6.6,348,Chlorination,87.92,66,2,5,14.77,9006,66.93,89.94,78.3,1667,20.57,30,73,Medium
Pakistan,Central,2016,Well,2.16,6.06,1.56,7.35,11.28,8.23,130,Filtration,69.08,68,2,5,69.95,1602,50.07,41.25,69.15,581,25.48,232,75,Medium
Indonesia,Central,2003,Spring,2.16,7.09,0.46,8.41,17.03,3.94,65,Boiling,82.8,26,1,5,21.2,4696,64.89,57.8,81.1,2028,25.56,176,32,Low
Ethiopia,North,2022,Lake,1.62,7.08,1.93,7.61,14.49,6.34,121,Chlorination,51.82,141,1,8,68.14,1147,39.62,22.46,37.25,1077,17.2,101,150,High
Ethiopia,Central,2009,Pond,4.34,6.38,9.06,5.9,23.12,10.73,1731,None,62.08,307,10,35,66.29,1452,49.38,21.31,44.71,1334,22.62,122,352,High
USA,South,2010,River,1.82,7.63,4.26,7.62,9.42,5.43,264,Boiling,97.82,59,2,9,12.45,53469,87.67,80.71,83.38,803,15.72,37,70,Medium
India,Central,2005,Pond,3.52,6.92,7.16,6.77,22.59,10.77,1161,Boiling,72.79,246,6,16,44.36,2579,52.55,40.06,67.39,1038,28.43,645,268,High
Pakistan,Central,2005,Pond,2.82,6.52,5.27,5.84,13.95,8.24,755,Filtration,68.91,144,2,21,71.49,1846,58.55,43.04,59.44,456,22.77,283,167,High
Indonesia,North,2008,Pond,2.68,6.74,3.57,6.23,24.09,5.84,629,Chlorination,73.93,120,11,11,37.38,4225,59.64,56.83,71.41,2386,26.69,168,142,High
China,West,2014,River,2.61,7.03,5.76,7.34,18.37,3.28,629,None,90.71,134,3,9,14.33,12811,74.98,67.06,92.02,858,13.08,162,146,High
Indonesia,Central,2001,Well,1.94,6.98,2.29,7.34,22.83,6.66,310,Filtration,85.3,94,6,8,26.64,4516,53.12,57.78,73.66,1880,28.31,202,108,Medium
USA,Central,2003,River,2.06,7.2,2.11,7.75,14.1,1.92,156,Filtration,96.98,41,0,3,10.02,44991,84.29,79.12,87.33,840,9.52,49,44,Low
Ethiopia,West,2004,Tap,0.54,7.14,0.93,8.22,9.13,4.1,3,Filtration,50.04,31,0,5,58.42,1134,32.06,23.91,40.59,1185,16.08,119,36,Low
Brazil,North,2016,Spring,1.16,7.03,1.63,7.75,12.42,2.16,13,Chlorination,83.8,30,1,1,17.7,10642,76.91,91.9,83.74,1722,24.26,21,32,Low
China,West,2007,River,1.65,6.65,2.07,8.43,12.87,3.78,158,Chlorination,88.68,79,1,8,12.74,12214,73.63,67.67,83.24,1397,12.45,150,88,Medium
Bangladesh,North,2007,River,2.95,6.79,5.17,6.09,29.79,5.85,879,Boiling,76.5,160,3,7,39.41,2662,52.4,42.16,65.24,2339,23.03,1543,170,High
Mexico,South,2021,Well,0.95,6.65,0.15,8.61,9.28,2.27,20,Chlorination,89.78,23,0,1,23.94,10707,67.35,86.14,90.02,655,18.5,53,24,Low
Brazil,North,2011,Tap,1.07,7.53,0.97,8.47,12.71,3.49,8,Filtration,87.3,20,0,1,17.58,8753,71.71,84.94,78.92,1908,20.52,25,21,Low
Mexico,South,2020,River,2.34,6.75,1.78,8.2,13.64,6.39,270,Chlorination,95.19,53,2,8,18.51,10617,73.25,73.55,80.75,849,19.79,84,63,Medium
Pakistan,South,2007,Spring,2.3,6.78,4.19,7.4,16.5,7.42,335,None,70.51,113,2,13,75.28,1656,48.81,38.32,64.45,470,19.36,267,128,High
India,North,2018,Spring,0.71,7.06,2.87,7.28,14.93,0.05,66,Boiling,83.46,57,4,5,35.17,2628,67.99,31.68,74.98,1128,27.93,351,66,Medium
China,East,2002,River,2.36,7.46,4.24,7.67,17.08,4.38,384,Filtration,86.99,86,5,9,14.7,12118,72.57,72.8,81.07,998,12.05,154,100,Medium
Nigeria,North,2017,Pond,3.28,6.92,6.11,5.17,19.23,10.48,1516,Boiling,53.9,218,9,33,76.57,2390,51.44,52.89,47.54,965,27.24,187,260,High
China,Central,2020,Pond,1.39,7.59,1.57,8.61,12.09,3.06,145,Chlorination,90.8,69,0,1,13.72,11692,75.28,63.52,86.7,819,13.56,136,70,Medium
Indonesia,Central,2018,Tap,2.93,7.29,1.25,7.31,19.7,4.36,78,Boiling,78.77,43,3,5,26.72,5178,67.03,58.88,77.97,2335,23.02,200,51,Low
Ethiopia,East,2018,Spring,0.95,6.83,0.98,9.05,13.15,4.27,38,Boiling,47.63,42,3,1,58.18,1191,46.45,24.38,35.88,976,11.6,140,46,Low
Indonesia,South,2014,Pond,2.69,7.4,4.91,6.84,23.44,6.62,403,Chlorination,82.04,147,2,13,29.74,5058,68.47,69.87,77.17,2238,28.95,144,162,High
Indonesia,East,2005,Spring,1.24,7.38,0.22,7.29,23.0,3.66,137,Boiling,78.11,62,4,4,29.14,4245,57.97,52.21,78.3,2770,25.97,145,70,Medium
Pakistan,Central,2015,Tap,0.35,7.25,0.54,7.72,11.19,1.96,3,Chlorination,69.19,26,0,3,64.79,1782,45.38,46.78,60.15,435,18.52,258,29,Low
Brazil,East,2007,Tap,1.21,7.41,0.36,7.26,9.01,1.26,12,Filtration,90.47,15,0,1,18.1,9332,71.55,90.22,78.14,1816,25.61,21,16,Low
Nigeria,North,2015,Pond,3.29,6.46,6.34,5.51,27.55,8.42,1095,Boiling,63.37,207,22,37,73.42,2614,49.92,56.11,55.05,1612,25.48,248,266,High
Nigeria,East,2017,River,4.25,6.3,7.9,4.49,24.06,9.39,1440,None,60.11,274,16,55,78.17,2171,43.66,52.74,38.11,868,28.56,254,345,High
Indonesia,South,2019,Lake,2.81,6.42,3.97,6.15,21.52,5.58,365,None,75.89,140,7,13,25.89,4555,59.13,61.87,70.16,1982,25.82,203,160,High
Mexico,North,2015,Well,0.74,7.17,0.46,8.97,4.55,1.8,20,Filtration,97.15,16,0,0,11.2,12242,80.24,77.09,94.63,710,18.15,74,16,Low
Pakistan,West,2010,Lake,1.47,6.82,2.51,7.24,15.36,6.77,198,Chlorination,68.11,83,2,8,71.88,1807,55.49,41.28,65.5,460,23.63,421,93,Medium
Indonesia,Central,2006,Lake,2.61,7.02,2.87,7.84,23.83,5.57,277,Chlorination,79.27,90,1,11,26.47,4950,65.3,60.65,81.89,3113,26.15,128,102,Medium
India,Central,2016,Spring,1.38,7.26,1.65,7.26,12.88,5.02,69,Boiling,72.55,55,1,7,38.17,2455,61.32,45.13,73.56,1070,24.67,368,63,Medium
Ethiopia,East,2016,Tap,0.81,6.87,0.15,8.97,9.43,3.19,23,Boiling,47.63,59,1,5,57.8,1223,49.22,23.68,46.53,843,18.9,126,65,Medium
Brazil,North,2011,Spring,2.52,6.35,4.04,7.21,21.63,5.71,341,None,90.88,104,1,8,24.28,8419,67.26,86.9,80.58,1707,23.79,37,113,Medium
Bangladesh,West,2012,Pond,3.93,6.98,9.28,5.86,27.96,9.01,1972,None,75.86,259,6,32,34.34,3144,57.47,50.29,74.29,2400,24.1,1485,297,High
India,North,2009,Well,2.23,6.92,1.99,7.54,17.79,4.03,200,Chlorination,71.5,88,1,9,40.19,2284,44.38,34.48,68.16,920,25.28,442,98,Medium
Mexico,Central,2006,Pond,3.96,6.65,8.3,5.24,18.19,6.84,1061,None,83.34,166,10,16,26.93,9060,70.81,82.6,84.5,737,21.54,124,192,High
China,North,2013,River,1.42,7.33,1.32,7.91,16.57,5.41,145,Chlorination,90.69,44,2,1,16.78,12154,72.77,69.53,85.29,1311,13.12,123,47,Low
China,West,2022,Well,1.28,7.06,1.99,8.59,15.16,0.7,137,Filtration,89.96,63,0,1,16.74,11840,63.07,63.88,85.52,1285,15.86,199,64,Medium
India,East,2000,Spring,0.2,7.89,1.19,7.29,13.79,0.86,25,Filtration,76.68,37,2,4,38.57,2247,53.6,41.89,74.44,1158,30.33,442,43,Low
Indonesia,South,2016,Spring,2.41,6.88,3.13,5.77,20.32,7.78,242,None,77.86,111,4,9,31.27,4716,56.48,65.85,76.61,2853,27.39,126,124,Medium
Bangladesh,North,2003,Pond,4.6,6.85,7.17,6.21,34.0,8.05,871,Boiling,70.96,214,9,16,35.83,2708,56.84,41.26,68.66,2622,24.16,1015,239,High
USA,South,2020,Spring,2.39,7.51,1.9,8.43,16.22,5.45,168,None,98.12,60,3,5,11.03,54665,90.29,80.56,88.36,928,10.37,47,68,Medium
USA,Central,2004,Spring,0.64,7.82,1.57,8.9,8.04,2.51,63,None,92.75,30,0,1,12.31,48076,87.11,82.01,94.28,889,8.8,33,31,Low
Mexico,East,2019,Lake,1.83,7.11,4.66,7.71,18.21,5.46,419,None,84.75,97,3,8,21.64,9399,70.95,79.27,90.45,579,22.12,78,108,Medium
Indonesia,East,2023,River,3.14,7.24,2.72,5.8,25.83,8.25,482,Boiling,76.0,116,5,11,30.04,4831,63.34,58.99,83.03,2866,27.51,140,132,High
Nigeria,North,2022,Lake,2.76,6.51,4.8,5.7,21.95,6.9,683,None,66.69,189,5,28,79.05,2178,35.61,56.87,41.87,1050,26.18,242,222,High
Nigeria,East,2024,Spring,2.2,7.03,0.73,7.32,15.29,6.18,146,Boiling,51.54,73,2,1,78.42,2886,54.15,60.3,52.67,1152,25.96,305,76,Medium
Brazil,North,2006,Tap,1.67,7.19,1.97,7.68,14.67,1.77,199,None,90.61,61,0,2,17.14,9808,70.05,90.9,86.67,1577,21.95,25,63,Medium
Bangladesh,North,2009,Lake,3.31,6.89,6.34,5.67,27.5,6.7,474,Boiling,72.43,164,4,19,41.53,2639,57.91,42.02,61.95,2177,23.92,1700,187,High
Bangladesh,South,2016,Spring,2.06,7.29,1.81,7.47,22.91,3.19,195,Boiling,76.17,78,0,4,37.77,3036,65.99,40.0,65.49,2064,29.53,768,82,Medium
China,East,2006,Spring,0.8,7.67,0.98,8.25,9.04,0.05,28,Boiling,95.43,21,0,2,13.16,12002,76.87,69.57,89.37,945,13.47,122,23,Low
Pakistan,North,2000,River,2.79,7.12,4.64,5.32,15.54,7.91,318,Boiling,65.18,153,8,17,68.17,1499,49.77,41.58,65.87,500,25.14,302,178,High
Mexico,South,2006,Pond,1.98,7.11,3.05,7.78,14.36,5.36,214,Boiling,86.41,75,3,0,14.51,11072,64.98,75.57,91.7,709,23.5,100,78,Medium
USA,West,2023,Well,0.97,7.72,0.62,8.23,12.86,4.78,51,Filtration,95.06,39,0,5,13.28,51754,88.76,85.03,92.38,1281,13.72,45,44,Low
Mexico,South,2010,Lake,1.62,6.93,0.15,7.38,18.38,2.94,79,Chlorination,88.84,45,1,1,19.81,9937,71.28,77.61,79.45,778,23.63,64,47,Low
Nigeria,South,2008,Lake,2.28,6.86,1.92,7.24,16.85,3.64,385,Chlorination,69.67,116,3,8,78.58,2627,51.83,57.04,45.08,1365,23.79,196,127,High
Nigeria,North,2011,Lake,2.65,6.88,2.43,7.51,19.82,5.77,279,Boiling,54.01,115,8,10,72.39,2138,49.77,55.51,46.84,1224,27.88,220,133,High
India,Central,2002,Spring,0.9,7.66,0.15,9.05,10.77,2.88,5,Chlorination,71.68,30,0,1,33.15,2514,62.08,34.22,81.1,1029,19.25,418,31,Low
Brazil,Central,2003,River,2.43,7.05,1.54,7.37,16.74,4.76,266,Boiling,94.69,67,2,8,20.25,6987,73.96,83.32,69.5,1813,23.51,26,77,Medium
Bangladesh,Central,2003,Spring,2.87,6.9,4.05,6.19,29.31,7.98,411,None,73.48,162,8,8,37.0,2535,68.04,42.12,68.64,2615,27.9,946,178,High
Ethiopia,South,2024,Spring,1.85,6.48,1.45,7.7,17.25,4.31,128,Filtration,52.12,116,2,6,65.19,1133,45.06,22.32,40.61,759,21.66,178,124,Medium
Mexico,North,2012,Pond,3.44,6.82,8.67,5.52,18.91,6.9,1392,None,93.58,153,7,19,19.24,9878,69.47,87.55,84.83,803,16.98,61,179,High
Nigeria,East,2022,Tap,1.76,7.05,3.0,7.93,17.06,5.59,320,None,60.42,109,5,12,77.33,2303,49.98,54.47,40.99,778,26.52,348,126,High
Pakistan,South,2018,River,2.36,6.52,4.57,5.34,15.77,5.4,326,Boiling,65.35,171,5,17,68.59,1568,47.04,37.14,59.8,626,22.88,275,193,High
China,South,2009,Lake,3.09,7.05,5.01,7.12,22.83,5.41,750,None,93.1,122,6,8,10.87,10689,78.77,67.75,80.32,1484,17.3,154,136,High
USA,North,2004,Well,0.92,7.45,0.15,8.5,12.55,0.56,3,Filtration,95.0,23,0,0,5.0,49399,82.63,88.57,96.74,950,13.02,34,23,Low
Brazil,West,2006,Lake,2.8,6.71,4.05,6.21,23.55,7.11,1453,None,90.48,78,4,8,22.91,9988,70.07,94.25,88.73,1749,23.41,33,90,Medium
Pakistan,South,2023,Spring,1.27,7.52,0.28,8.09,13.45,5.54,89,Filtration,71.42,60,1,9,66.03,1866,47.89,40.94,68.26,466,25.1,210,70,Medium
Brazil,West,2015,River,1.47,7.32,1.06,7.83,14.58,1.3,94,Filtration,91.18,41,1,2,20.25,10533,80.33,92.04,82.81,1622,23.98,25,44,Low
India,West,2000,River,3.25,7.24,6.22,6.36,19.04,10.33,1085,Boiling,76.99,200,5,15,38.89,2547,49.35,41.01,71.15,959,28.55,480,220,High
Ethiopia,Central,2011,River,1.36,6.43,2.54,8.3,14.21,8.48,196,Filtration,49.72,98,3,13,64.05,1091,40.48,17.25,40.26,848,15.91,107,114,Medium
Nigeria,North,2001,Tap,1.96,6.83,2.78,6.53,19.93,7.2,204,None,68.04,87,9,15,74.28,2340,55.19,57.25,43.71,1010,27.22,216,111,Medium
China,West,2006,Lake,1.9,6.79,1.98,7.38,11.89,2.41,169,Boiling,92.73,57,1,7,7.31,13357,79.63,68.4,86.09,533,8.03,202,65,Medium
Pakistan,North,2010,Tap,1.33,7.43,1.13,8.64,14.61,1.58,8,Filtration,66.95,41,0,1,60.97,1775,57.85,42.87,70.13,322,23.66,254,42,Low
Brazil,Central,2012,Pond,2.46,6.87,4.01,6.94,19.97,7.86,333,Filtration,85.18,132,4,8,26.25,9457,70.66,84.16,72.95,1981,17.09,23,144,High
Bangladesh,North,2001,Well,2.12,7.43,1.09,6.75,20.76,3.5,113,Chlorination,74.4,64,7,7,37.24,2967,56.3,35.92,68.88,1718,24.68,949,78,Medium
India,South,2006,Pond,2.52,7.4,5.47,6.51,22.57,5.26,650,Boiling,83.49,114,9,12,34.96,2730,66.84,45.83,76.74,1223,24.07,556,135,High
Bangladesh,West,2014,Spring,2.39,7.14,1.33,6.95,28.3,3.68,162,Chlorination,82.83,89,3,7,31.08,3289,58.61,36.13,81.55,2368,24.38,1331,99,Medium
China,North,2024,Tap,0.73,7.03,0.15,9.93,13.94,2.5,3,Filtration,98.72,19,0,0,11.58,13346,78.93,68.65,96.56,818,12.83,272,19,Low
Pakistan,East,2010,Tap,0.54,6.9,0.15,9.15,10.41,0.05,3,Chlorination,67.54,13,0,1,62.41,1882,59.03,45.46,63.55,661,27.13,379,14,Low
India,North,2001,Pond,3.24,7.0,8.99,5.32,27.52,8.32,1585,None,74.46,283,11,37,45.44,2538,53.31,38.51,64.15,1267,24.55,590,331,High
Pakistan,West,2006,Spring,1.39,7.38,1.21,7.59,15.45,3.67,168,None,69.58,76,1,4,67.23,1317,34.07,37.04,58.81,506,20.85,401,81,Medium
